1150.000000 0.00324816
1150.552246 0.00349591
1151.723877 0.00408195
1152.895508 0.00470157
1154.067017 0.00530435
1155.238647 0.00584194
1156.410278 0.00630422
1157.581787 0.00671227
1158.753418 0.00708837
1159.925049 0.00745491
1160.000000 0.00747964
1161.096680 0.00783302
1162.268188 0.00822682
1163.439819 0.00862936
1164.611450 0.00903329
1165.782959 0.00943155
1166.954590 0.00982171
1168.126221 0.0102044
1169.297729 0.0105804
1170.000000 0.0108076
1170.469360 0.0109507
1171.640991 0.0113159
1172.812622 0.0116769
1173.984131 0.0120344
1175.155762 0.0123895
1176.327393 0.0127425
1177.498901 0.0130942
1178.670532 0.0134451
1179.842163 0.013796
1180.000000 0.0138475
1181.013672 0.0141474
1182.185303 0.0145001
1183.356934 0.0148546
1184.528564 0.0152116
1185.700073 0.0155717
1186.871704 0.0159346
1188.043335 0.0162983
1189.214844 0.0166607
1190.000000 0.0169152
1190.386475 0.0170199
1191.558105 0.0173739
1192.729614 0.0177205
1193.901245 0.0180578
1195.072876 0.0183841
1196.244507 0.0187008
1197.416016 0.0190111
1198.587646 0.0193181
1199.759277 0.019625
1200.000000 0.0196901
1200.930786 0.019873
1202.102417 0.0201097
1203.274048 0.0203538
1204.445557 0.020607
1205.617188 0.0208687
1206.788818 0.0211383
1207.960449 0.0214153
1209.131958 0.0216991
1210.000000 0.0219132
1210.303589 0.021989
1211.475220 0.0222846
1212.646729 0.0225851
1213.818359 0.0228902
1214.989990 0.0231991
1216.161499 0.0235113
1217.333130 0.0238263
1218.504761 0.0241434
1219.676392 0.0244621
1220.000000 0.0245515
1220.847900 0.0247818
1222.019531 0.025102
1223.191162 0.025422
1224.362671 0.0257414
1225.534302 0.0260596
1226.705933 0.026376
1227.877441 0.0266901
1229.049072 0.0270013
1230.000000 0.0272536
1230.220703 0.0273091
1231.392334 0.027613
1232.563843 0.0279123
1233.735474 0.0282067
1234.907104 0.0284955
1236.078613 0.0287782
1237.250244 0.0290543
1238.421875 0.0293233
1239.593384 0.0295846
1240.000000 0.0296767
1240.765015 0.0298376
1241.936646 0.030082
1243.108154 0.0303171
1244.279785 0.0305425
1245.451416 0.0307575
1246.623047 0.030962
1247.794556 0.0311559
1248.966187 0.0313396
1250.000000 0.0314947
1250.137817 0.031512
1251.309326 0.0316639
1252.480957 0.0318062
1253.652588 0.0319391
1254.824219 0.032063
1255.995728 0.032178
1257.167358 0.0322843
1258.338989 0.0323824
1259.510498 0.0324723
1260.000000 0.03251
1260.682129 0.0325543
1261.853760 0.0326287
1263.025269 0.0326956
1264.196899 0.0327555
1265.368530 0.0328084
1266.540039 0.0328547
1267.711670 0.0328946
1268.883301 0.0329282
1270.000000 0.0329551
1270.054932 0.0329559
1271.226440 0.032978
1272.398071 0.0329945
1273.569702 0.0330057
1274.741211 0.033012
1275.912842 0.0330134
1277.084473 0.0330103
1278.256104 0.0330028
1279.427612 0.0329912
1280.000000 0.0329853
1280.599243 0.0329757
1281.770874 0.0329565
1282.942383 0.0329338
1284.114014 0.0329079
1285.285645 0.032879
1286.457153 0.0328472
1287.628784 0.0328129
1288.800415 0.0327761
1289.971924 0.032737
1290.000000 0.0327361
1291.143555 0.0326956
1292.315186 0.0326518
1293.486816 0.0326058
1294.658325 0.0325574
1295.829956 0.0325068
1297.001587 0.032454
1298.173096 0.0323989
1299.344727 0.0323415
1300.000000 0.0323087
1300.516357 0.0322777
1301.687988 0.0322063
1302.859497 0.0321327
1304.031128 0.0320569
1305.202759 0.0319791
1306.374268 0.0318991
1307.545898 0.031817
1308.717529 0.0317329
1309.889038 0.0316467
1310.000000 0.0316383
1311.060669 0.0315585
1312.232300 0.0314683
1313.403809 0.0313761
1314.575439 0.0312819
1315.747070 0.0311857
1316.918701 0.0310877
1318.090210 0.0309877
1319.261841 0.0308859
1320.000000 0.0308203
1320.433472 0.0307821
1321.604980 0.0306765
1322.776611 0.0305691
1323.948242 0.0304599
1325.119873 0.0303488
1326.291382 0.030236
1327.463013 0.0301215
1328.634644 0.0300051
1329.806152 0.0298871
1330.000000 0.0298672
1330.977783 0.0297674
1332.149414 0.029646
1333.320923 0.029523
1334.492554 0.0293985
1335.664185 0.0292726
1336.835693 0.0291454
1338.007324 0.0290168
1339.178955 0.0288871
1340.000000 0.0287954
1340.350586 0.0287562
1341.522095 0.0286244
1342.693726 0.0284915
1343.865356 0.0283577
1345.036865 0.0282231
1346.208496 0.0280877
1347.380127 0.0279517
1348.551758 0.027815
1349.723267 0.0276778
1350.000000 0.0276452
1350.894897 0.0275274
1352.066406 0.0273729
1353.238037 0.0272182
1354.409668 0.0270634
1355.581299 0.0269085
1356.752808 0.0267537
1357.924438 0.0265989
1359.096069 0.0264442
1360.000000 0.0263251
1360.267578 0.0262898
1361.439209 0.0261357
1362.610840 0.0259819
1363.782471 0.0258285
1364.953979 0.0256755
